text,label,clean_text
Tesla shares fell after fiscal revenue declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal revenue declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal revenue dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal revenue dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal revenue dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal revenue dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal revenue dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal revenue dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal revenue plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal revenue plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal revenue plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal revenue plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal revenue plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal revenue plunged by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income declined by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income declined by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income declined by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income declined by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal operating income plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal operating income plunged by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit declined by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit declined by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit declined by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit declined by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal net profit plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal net profit plunged by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings declined by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings declined by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings declined by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings declined by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal quarterly earnings plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal quarterly earnings plunged by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin declined by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin declined by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin declined by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin declined by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal EBITDA margin plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal ebitda margin plunged by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow declined by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow declined by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow declined by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow declined by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal free cash flow plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal free cash flow plunged by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth declined by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth declined by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth declined by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth declined by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal top-line growth plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal top-line growth plunged by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales declined by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales declined by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales declined by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales declined by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales declined by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales declined by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales dropped by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales dropped by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales dropped by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales dropped by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales dropped by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales dropped by 15 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales plunged by 8% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales plunged by 8 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales plunged by 12% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales plunged by 12 percent citing elevated supply costs and weakening global market demand.
Tesla shares fell after fiscal subscription sales plunged by 15% citing elevated supply costs and weakening global market demand.,0,tesla shares fell after fiscal subscription sales plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal revenue plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal revenue plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal operating income plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal operating income plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal net profit plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal net profit plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal quarterly earnings plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal quarterly earnings plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal EBITDA margin plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal ebitda margin plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal free cash flow plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal free cash flow plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal top-line growth plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal top-line growth plunged by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales declined by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales declined by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales declined by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales declined by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales declined by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales declined by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales dropped by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales dropped by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales dropped by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales dropped by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales dropped by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales dropped by 15 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales plunged by 8% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales plunged by 8 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales plunged by 12% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales plunged by 12 percent citing elevated supply costs and weakening global market demand.
Microsoft shares fell after fiscal subscription sales plunged by 15% citing elevated supply costs and weakening global market demand.,0,microsoft shares fell after fiscal subscription sales plunged by 15 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue declined by 8% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue declined by 8 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue declined by 12% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue declined by 12 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue declined by 15% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue declined by 15 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue dropped by 8% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue dropped by 8 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue dropped by 12% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue dropped by 12 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue dropped by 15% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue dropped by 15 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue plunged by 8% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue plunged by 8 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue plunged by 12% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue plunged by 12 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal revenue plunged by 15% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal revenue plunged by 15 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal operating income declined by 8% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal operating income declined by 8 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal operating income declined by 12% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal operating income declined by 12 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal operating income declined by 15% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal operating income declined by 15 percent citing elevated supply costs and weakening global market demand.
Google shares fell after fiscal operating income dropped by 8% citing elevated supply costs and weakening global market demand.,0,google shares fell after fiscal operating income dropped by 8 percent citing elevated supply costs and weakening global market demand.
